## SLURM PROLOG ###############################################################
##    Job ID : 8517581
##  Job Name : runs_rocksample_11_11_transformer
##  Nodelist : gpu2107
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 08:01:27 PM EST 2025
###############################################################################
obs (49,)
timesteps=3618824 - 3619784, avg episodic return=10.00
timesteps=3619912 - 3620808, avg episodic return=10.00
timesteps=3619848 - 3620840, avg episodic return=10.00
timesteps=3619848 - 3620840, avg episodic return=10.00
timesteps=3619848 - 3620840, avg episodic return=10.00
timesteps=3619848 - 3620840, avg episodic return=10.00
timesteps=3620904 - 3621864, avg episodic return=10.00
timesteps=3620872 - 3621864, avg episodic return=10.00
timesteps=3620872 - 3621864, avg episodic return=10.00
timesteps=3620872 - 3621864, avg episodic return=10.00
timesteps=3620904 - 3621864, avg episodic return=10.00
timesteps=3621896 - 3622888, avg episodic return=9.62
timesteps=3621896 - 3622888, avg episodic return=10.00
timesteps=3621896 - 3622888, avg episodic return=10.00
timesteps=3621896 - 3622888, avg episodic return=10.00
timesteps=3621928 - 3622888, avg episodic return=10.00
timesteps=3622920 - 3623912, avg episodic return=10.00
timesteps=3622920 - 3623912, avg episodic return=10.00
timesteps=3622920 - 3623880, avg episodic return=10.00
timesteps=3622920 - 3623912, avg episodic return=10.00
timesteps=3622952 - 3623912, avg episodic return=10.00
timesteps=3624072 - 3624904, avg episodic return=10.00
timesteps=3623944 - 3624936, avg episodic return=10.00
timesteps=3623944 - 3624904, avg episodic return=10.00
timesteps=3623944 - 3624904, avg episodic return=10.00
timesteps=3623944 - 3624936, avg episodic return=10.00
timesteps=3624968 - 3625928, avg episodic return=10.71
timesteps=3624968 - 3625960, avg episodic return=10.00
timesteps=3624968 - 3625960, avg episodic return=10.00
timesteps=3624968 - 3625928, avg episodic return=10.00
timesteps=3624968 - 3625928, avg episodic return=10.00
timesteps=3625992 - 3626984, avg episodic return=10.00
timesteps=3625992 - 3626984, avg episodic return=10.00
timesteps=3625992 - 3626984, avg episodic return=10.00
timesteps=3625992 - 3626984, avg episodic return=10.00
timesteps=3625992 - 3626952, avg episodic return=10.00
timesteps=3627016 - 3628008, avg episodic return=10.00
timesteps=3627016 - 3627976, avg episodic return=10.00
timesteps=3627016 - 3627912, avg episodic return=10.00
timesteps=3627048 - 3628008, avg episodic return=10.00
timesteps=3627016 - 3628008, avg episodic return=10.00
timesteps=3628072 - 3629032, avg episodic return=10.00
timesteps=3628040 - 3629032, avg episodic return=10.00
timesteps=3628040 - 3629032, avg episodic return=10.00
timesteps=3628072 - 3629000, avg episodic return=10.00
timesteps=3628040 - 3629032, avg episodic return=10.00
timesteps=3629096 - 3630056, avg episodic return=10.00
timesteps=3629064 - 3630056, avg episodic return=10.00
timesteps=3629064 - 3630024, avg episodic return=10.00
timesteps=3629064 - 3630056, avg episodic return=9.80
timesteps=3629064 - 3630056, avg episodic return=10.00
timesteps=3630216 - 3631080, avg episodic return=10.00
timesteps=3630088 - 3631080, avg episodic return=10.00
timesteps=3630088 - 3631080, avg episodic return=10.00
timesteps=3630088 - 3631048, avg episodic return=10.00
timesteps=3630088 - 3631080, avg episodic return=10.00
timesteps=3631112 - 3632040, avg episodic return=10.00
timesteps=3631112 - 3632104, avg episodic return=10.00
timesteps=3631112 - 3632104, avg episodic return=10.00
timesteps=3631144 - 3632104, avg episodic return=10.00
timesteps=3631112 - 3632072, avg episodic return=10.00
timesteps=3632200 - 3633064, avg episodic return=10.00
timesteps=3632136 - 3633128, avg episodic return=10.00
timesteps=3632136 - 3633128, avg episodic return=10.00
timesteps=3632136 - 3633128, avg episodic return=10.00
timesteps=3632136 - 3633128, avg episodic return=10.00
timesteps=3633192 - 3634152, avg episodic return=10.56
timesteps=3633160 - 3634120, avg episodic return=10.00
timesteps=3633160 - 3634152, avg episodic return=10.00
timesteps=3633160 - 3634152, avg episodic return=10.00
timesteps=3633160 - 3634152, avg episodic return=10.00
timesteps=3634184 - 3635176, avg episodic return=10.00
timesteps=3634184 - 3635176, avg episodic return=10.00
timesteps=3634184 - 3635144, avg episodic return=10.00
timesteps=3634184 - 3635176, avg episodic return=10.00
timesteps=3634184 - 3635176, avg episodic return=10.00
timesteps=3635208 - 3636168, avg episodic return=10.00
timesteps=3635208 - 3636200, avg episodic return=10.00
timesteps=3635208 - 3636200, avg episodic return=10.00
timesteps=3635208 - 3636200, avg episodic return=10.00
timesteps=3635208 - 3636200, avg episodic return=10.00
timesteps=3636296 - 3637192, avg episodic return=10.00
timesteps=3636232 - 3637224, avg episodic return=10.00
timesteps=3636232 - 3637224, avg episodic return=10.00
timesteps=3636296 - 3637224, avg episodic return=10.00
timesteps=3636232 - 3637192, avg episodic return=10.00
timesteps=3637256 - 3638248, avg episodic return=10.00
timesteps=3637256 - 3638248, avg episodic return=10.00
timesteps=3637256 - 3638248, avg episodic return=10.00
timesteps=3637256 - 3638248, avg episodic return=10.00
timesteps=3637256 - 3638248, avg episodic return=10.00
timesteps=3638280 - 3639208, avg episodic return=10.00
timesteps=3638312 - 3639272, avg episodic return=10.00
timesteps=3638280 - 3639272, avg episodic return=10.00
timesteps=3638280 - 3639272, avg episodic return=10.00
timesteps=3638280 - 3639272, avg episodic return=10.00
timesteps=3639336 - 3640264, avg episodic return=10.00
timesteps=3639368 - 3640264, avg episodic return=10.00
timesteps=3639304 - 3640296, avg episodic return=10.00
timesteps=3639336 - 3640296, avg episodic return=10.00
timesteps=3639304 - 3640296, avg episodic return=10.00
timesteps=3640392 - 3641320, avg episodic return=10.00
timesteps=3640328 - 3641288, avg episodic return=10.00
timesteps=3640328 - 3641320, avg episodic return=10.00
timesteps=3640328 - 3641288, avg episodic return=10.00
timesteps=3640328 - 3641320, avg episodic return=10.00
timesteps=3641352 - 3642344, avg episodic return=10.00
timesteps=3641352 - 3642344, avg episodic return=10.00
timesteps=3641384 - 3642344, avg episodic return=10.00
timesteps=3641352 - 3642344, avg episodic return=10.00
timesteps=3641352 - 3642344, avg episodic return=10.00
timesteps=3642376 - 3643368, avg episodic return=10.00
timesteps=3642376 - 3643368, avg episodic return=10.00
timesteps=3642408 - 3643368, avg episodic return=10.00
timesteps=3642376 - 3643368, avg episodic return=10.00
timesteps=3642376 - 3643368, avg episodic return=10.00
timesteps=3643432 - 3644360, avg episodic return=10.00
timesteps=3643400 - 3644392, avg episodic return=10.00
timesteps=3643400 - 3644392, avg episodic return=10.00
timesteps=3643400 - 3644392, avg episodic return=10.00
timesteps=3643400 - 3644392, avg episodic return=10.00
timesteps=3644456 - 3645384, avg episodic return=10.91
timesteps=3644456 - 3645416, avg episodic return=10.00
timesteps=3644456 - 3645416, avg episodic return=10.00
timesteps=3644424 - 3645416, avg episodic return=10.00
timesteps=3644424 - 3645416, avg episodic return=10.00
timesteps=3645512 - 3646408, avg episodic return=10.00
timesteps=3645448 - 3646440, avg episodic return=10.00
timesteps=3645480 - 3646408, avg episodic return=10.00
timesteps=3645448 - 3646440, avg episodic return=10.00
timesteps=3645448 - 3646440, avg episodic return=10.00
timesteps=3646472 - 3647464, avg episodic return=10.00
timesteps=3646472 - 3647432, avg episodic return=10.00
timesteps=3646472 - 3647464, avg episodic return=10.00
timesteps=3646472 - 3647464, avg episodic return=10.00
timesteps=3646472 - 3647464, avg episodic return=10.00
timesteps=3647560 - 3648488, avg episodic return=10.00
timesteps=3647528 - 3648488, avg episodic return=10.00
timesteps=3647528 - 3648488, avg episodic return=10.00
timesteps=3647496 - 3648488, avg episodic return=10.00
timesteps=3647528 - 3648488, avg episodic return=10.00
timesteps=3648520 - 3649512, avg episodic return=9.71
timesteps=3648520 - 3649512, avg episodic return=10.00
timesteps=3648520 - 3649480, avg episodic return=10.00
timesteps=3648520 - 3649512, avg episodic return=10.00
timesteps=3648520 - 3649512, avg episodic return=10.00
timesteps=3649544 - 3650536, avg episodic return=9.50
timesteps=3649544 - 3650536, avg episodic return=10.00
timesteps=3649544 - 3650536, avg episodic return=10.00
timesteps=3649608 - 3650536, avg episodic return=10.00
timesteps=3649544 - 3650504, avg episodic return=10.00
timesteps=3650568 - 3651496, avg episodic return=10.00
timesteps=3650568 - 3651560, avg episodic return=10.00
timesteps=3650568 - 3651560, avg episodic return=10.00
timesteps=3650568 - 3651560, avg episodic return=10.00
timesteps=3650568 - 3651560, avg episodic return=10.00
timesteps=3651752 - 3652552, avg episodic return=10.00
timesteps=3651592 - 3652584, avg episodic return=10.00
timesteps=3651592 - 3652584, avg episodic return=10.00
timesteps=3651592 - 3652520, avg episodic return=10.00
timesteps=3651592 - 3652552, avg episodic return=10.00
timesteps=3652616 - 3653576, avg episodic return=10.00
timesteps=3652616 - 3653608, avg episodic return=10.00
timesteps=3652616 - 3653608, avg episodic return=10.00
timesteps=3652648 - 3653608, avg episodic return=10.00
timesteps=3652648 - 3653608, avg episodic return=10.00
timesteps=3653640 - 3654632, avg episodic return=10.00
timesteps=3653640 - 3654632, avg episodic return=10.00
timesteps=3653640 - 3654632, avg episodic return=10.00
timesteps=3653640 - 3654632, avg episodic return=10.00
timesteps=3653640 - 3654568, avg episodic return=10.00
timesteps=3654664 - 3655656, avg episodic return=10.00
timesteps=3654664 - 3655656, avg episodic return=10.00
timesteps=3654664 - 3655656, avg episodic return=10.00
timesteps=3654696 - 3655656, avg episodic return=10.00
timesteps=3654664 - 3655656, avg episodic return=10.00
timesteps=3655720 - 3656680, avg episodic return=10.00
timesteps=3655688 - 3656648, avg episodic return=10.00
timesteps=3655688 - 3656680, avg episodic return=10.00
timesteps=3655688 - 3656680, avg episodic return=10.00
timesteps=3655720 - 3656680, avg episodic return=10.00
timesteps=3656712 - 3657608, avg episodic return=10.00
timesteps=3656712 - 3657672, avg episodic return=10.00
timesteps=3656744 - 3657704, avg episodic return=10.00
timesteps=3656712 - 3657704, avg episodic return=10.00
timesteps=3656712 - 3657704, avg episodic return=10.00
timesteps=3657736 - 3658728, avg episodic return=9.64
timesteps=3657736 - 3658696, avg episodic return=10.00
timesteps=3657768 - 3658728, avg episodic return=10.00
timesteps=3657736 - 3658728, avg episodic return=10.00
timesteps=3657736 - 3658696, avg episodic return=10.00
timesteps=3658760 - 3659752, avg episodic return=10.00
timesteps=3658824 - 3659752, avg episodic return=10.00
timesteps=3658760 - 3659720, avg episodic return=10.00
timesteps=3658824 - 3659752, avg episodic return=10.00
timesteps=3658760 - 3659752, avg episodic return=10.00
timesteps=3659784 - 3660712, avg episodic return=10.00
timesteps=3659816 - 3660776, avg episodic return=10.00
timesteps=3659784 - 3660776, avg episodic return=10.00
timesteps=3659816 - 3660776, avg episodic return=10.00
timesteps=3659784 - 3660776, avg episodic return=10.00
timesteps=3660872 - 3661800, avg episodic return=10.00
timesteps=3660808 - 3661768, avg episodic return=10.00
timesteps=3660808 - 3661800, avg episodic return=10.00
timesteps=3660808 - 3661768, avg episodic return=10.00
timesteps=3660840 - 3661800, avg episodic return=10.00
timesteps=3661832 - 3662824, avg episodic return=10.00
timesteps=3661832 - 3662824, avg episodic return=10.00
timesteps=3661832 - 3662792, avg episodic return=10.00
timesteps=3661832 - 3662824, avg episodic return=10.00
timesteps=3661832 - 3662824, avg episodic return=10.00
timesteps=3662952 - 3663816, avg episodic return=10.00
timesteps=3662856 - 3663816, avg episodic return=10.00
timesteps=3662856 - 3663816, avg episodic return=10.00
timesteps=3662856 - 3663848, avg episodic return=10.00
timesteps=3662856 - 3663848, avg episodic return=10.00
timesteps=3663880 - 3664840, avg episodic return=10.00
timesteps=3663880 - 3664808, avg episodic return=10.00
timesteps=3663880 - 3664840, avg episodic return=10.00
timesteps=3663880 - 3664872, avg episodic return=10.00
timesteps=3663880 - 3664872, avg episodic return=10.00
timesteps=3664904 - 3665896, avg episodic return=10.00
timesteps=3664904 - 3665896, avg episodic return=10.00
timesteps=3664904 - 3665896, avg episodic return=10.00
timesteps=3664904 - 3665896, avg episodic return=10.00
timesteps=3664904 - 3665896, avg episodic return=10.00
timesteps=3665992 - 3666920, avg episodic return=10.00
timesteps=3665928 - 3666920, avg episodic return=10.00
timesteps=3665928 - 3666920, avg episodic return=10.00
timesteps=3665928 - 3666888, avg episodic return=10.00
timesteps=3665928 - 3666792, avg episodic return=10.00
timesteps=3666952 - 3667944, avg episodic return=10.00
timesteps=3666952 - 3667944, avg episodic return=10.00
timesteps=3666952 - 3667944, avg episodic return=10.00
timesteps=3666952 - 3667912, avg episodic return=10.00
timesteps=3666984 - 3667944, avg episodic return=10.00
timesteps=3668008 - 3668904, avg episodic return=10.00
timesteps=3667976 - 3668968, avg episodic return=10.00
timesteps=3667976 - 3668936, avg episodic return=10.00
timesteps=3667976 - 3668968, avg episodic return=10.00
timesteps=3667976 - 3668936, avg episodic return=10.00
timesteps=3669064 - 3669992, avg episodic return=10.00
timesteps=3669000 - 3669992, avg episodic return=10.00
timesteps=3669000 - 3669992, avg episodic return=10.00
timesteps=3669032 - 3669992, avg episodic return=10.00
timesteps=3669032 - 3669960, avg episodic return=10.00
timesteps=3670184 - 3671016, avg episodic return=10.00
timesteps=3670024 - 3671016, avg episodic return=10.00
timesteps=3670024 - 3671016, avg episodic return=10.00
timesteps=3670056 - 3671016, avg episodic return=10.00
timesteps=3670056 - 3671016, avg episodic return=10.00
timesteps=3671112 - 3672040, avg episodic return=10.00
timesteps=3671048 - 3672040, avg episodic return=10.00
timesteps=3671080 - 3672040, avg episodic return=10.00
timesteps=3671048 - 3672040, avg episodic return=10.00
timesteps=3671048 - 3672008, avg episodic return=10.00
timesteps=3672104 - 3672968, avg episodic return=10.00
timesteps=3672072 - 3673064, avg episodic return=10.00
timesteps=3672104 - 3673032, avg episodic return=10.00
timesteps=3672136 - 3673064, avg episodic return=10.00
timesteps=3672104 - 3673064, avg episodic return=10.00
timesteps=3673128 - 3674088, avg episodic return=9.60
timesteps=3673096 - 3674088, avg episodic return=10.00
timesteps=3673096 - 3674088, avg episodic return=10.00
timesteps=3673128 - 3674088, avg episodic return=10.00
timesteps=3673096 - 3674088, avg episodic return=10.00
timesteps=3674184 - 3675112, avg episodic return=10.00
timesteps=3674152 - 3675112, avg episodic return=10.00
timesteps=3674120 - 3675112, avg episodic return=10.00
timesteps=3674120 - 3675112, avg episodic return=10.00
timesteps=3674152 - 3675112, avg episodic return=10.00
timesteps=3675208 - 3676104, avg episodic return=10.00
timesteps=3675144 - 3676136, avg episodic return=10.00
timesteps=3675176 - 3676136, avg episodic return=10.00
timesteps=3675144 - 3676136, avg episodic return=10.00
timesteps=3675144 - 3676136, avg episodic return=10.00
timesteps=3676168 - 3677160, avg episodic return=10.00
timesteps=3676168 - 3677160, avg episodic return=10.00
timesteps=3676232 - 3677160, avg episodic return=10.00
timesteps=3676168 - 3677064, avg episodic return=10.00
timesteps=3676168 - 3677160, avg episodic return=10.00
timesteps=3677192 - 3678152, avg episodic return=10.00
timesteps=3677192 - 3678184, avg episodic return=10.00
timesteps=3677192 - 3678152, avg episodic return=10.00
timesteps=3677192 - 3678184, avg episodic return=10.00
timesteps=3677224 - 3678184, avg episodic return=10.00
timesteps=3678216 - 3679208, avg episodic return=10.00
timesteps=3678216 - 3679176, avg episodic return=10.00
timesteps=3678216 - 3679208, avg episodic return=10.00
timesteps=3678216 - 3679144, avg episodic return=10.00
timesteps=3678248 - 3679176, avg episodic return=10.00
timesteps=3679272 - 3680232, avg episodic return=10.00
timesteps=3679240 - 3680232, avg episodic return=10.00
timesteps=3679336 - 3680232, avg episodic return=10.00
timesteps=3679240 - 3680232, avg episodic return=10.00
timesteps=3679240 - 3680232, avg episodic return=10.00
timesteps=3680264 - 3681224, avg episodic return=10.00
timesteps=3680264 - 3681256, avg episodic return=10.00
timesteps=3680264 - 3681256, avg episodic return=10.00
timesteps=3680264 - 3681256, avg episodic return=10.00
timesteps=3680264 - 3681256, avg episodic return=10.00
timesteps=3681320 - 3682184, avg episodic return=10.00
timesteps=3681288 - 3682280, avg episodic return=10.00
timesteps=3681288 - 3682280, avg episodic return=10.00
timesteps=3681288 - 3682280, avg episodic return=10.00
timesteps=3681288 - 3682216, avg episodic return=10.00
timesteps=3682344 - 3683304, avg episodic return=10.00
timesteps=3682344 - 3683304, avg episodic return=10.00
timesteps=3682312 - 3683304, avg episodic return=10.00
timesteps=3682312 - 3683304, avg episodic return=10.00
timesteps=3682312 - 3683272, avg episodic return=10.00
timesteps=3683336 - 3684328, avg episodic return=10.00
timesteps=3683336 - 3684328, avg episodic return=10.00
timesteps=3683336 - 3684328, avg episodic return=10.00
timesteps=3683336 - 3684328, avg episodic return=10.26
timesteps=3683336 - 3684328, avg episodic return=10.00
timesteps=3684360 - 3685352, avg episodic return=10.00
timesteps=3684392 - 3685320, avg episodic return=10.00
timesteps=3684360 - 3685352, avg episodic return=10.00
timesteps=3684360 - 3685352, avg episodic return=10.00
timesteps=3684360 - 3685288, avg episodic return=10.00
timesteps=3685384 - 3686344, avg episodic return=10.00
timesteps=3685384 - 3686376, avg episodic return=10.00
timesteps=3685384 - 3686376, avg episodic return=10.00
timesteps=3685416 - 3686376, avg episodic return=10.00
timesteps=3685384 - 3686376, avg episodic return=10.00
timesteps=3686408 - 3687368, avg episodic return=10.34
timesteps=3686408 - 3687400, avg episodic return=10.00
timesteps=3686440 - 3687368, avg episodic return=10.00
timesteps=3686440 - 3687368, avg episodic return=10.00
timesteps=3686408 - 3687400, avg episodic return=10.00
timesteps=3687432 - 3688392, avg episodic return=11.00
timesteps=3687432 - 3688424, avg episodic return=10.00
timesteps=3687464 - 3688424, avg episodic return=10.00
timesteps=3687432 - 3688424, avg episodic return=10.00
timesteps=3687432 - 3688424, avg episodic return=10.00
timesteps=3688488 - 3689448, avg episodic return=10.00
timesteps=3688488 - 3689448, avg episodic return=10.00
timesteps=3688488 - 3689448, avg episodic return=10.00
timesteps=3688488 - 3689416, avg episodic return=10.00
timesteps=3688456 - 3689416, avg episodic return=10.00
timesteps=3689480 - 3690472, avg episodic return=10.34
timesteps=3689480 - 3690472, avg episodic return=10.00
timesteps=3689480 - 3690440, avg episodic return=10.00
timesteps=3689480 - 3690440, avg episodic return=10.00
timesteps=3689480 - 3690472, avg episodic return=10.00
timesteps=3690536 - 3691496, avg episodic return=10.00
timesteps=3690536 - 3691496, avg episodic return=10.00
timesteps=3690504 - 3691496, avg episodic return=10.00
timesteps=3690504 - 3691496, avg episodic return=10.00
timesteps=3690504 - 3691496, avg episodic return=10.00
timesteps=3691560 - 3692488, avg episodic return=10.00
timesteps=3691528 - 3692488, avg episodic return=10.00
timesteps=3691528 - 3692488, avg episodic return=10.00
timesteps=3691528 - 3692520, avg episodic return=10.00
timesteps=3691592 - 3692520, avg episodic return=10.00
timesteps=3692616 - 3693544, avg episodic return=10.31
timesteps=3692552 - 3693544, avg episodic return=10.00
timesteps=3692584 - 3693544, avg episodic return=10.00
timesteps=3692584 - 3693480, avg episodic return=10.00
timesteps=3692552 - 3693512, avg episodic return=10.00
timesteps=3693576 - 3694536, avg episodic return=10.00
timesteps=3693576 - 3694568, avg episodic return=10.00
timesteps=3693576 - 3694536, avg episodic return=10.00
timesteps=3693576 - 3694568, avg episodic return=10.00
timesteps=3693576 - 3694568, avg episodic return=10.00
timesteps=3694664 - 3695560, avg episodic return=10.00
timesteps=3694600 - 3695592, avg episodic return=10.00
timesteps=3694600 - 3695560, avg episodic return=10.00
timesteps=3694600 - 3695592, avg episodic return=10.00
timesteps=3694600 - 3695592, avg episodic return=10.00
timesteps=3695656 - 3696520, avg episodic return=10.00
timesteps=3695624 - 3696616, avg episodic return=10.00
timesteps=3695624 - 3696616, avg episodic return=10.00
timesteps=3695624 - 3696616, avg episodic return=10.00
timesteps=3695624 - 3696616, avg episodic return=10.00
timesteps=3696648 - 3697512, avg episodic return=10.00
timesteps=3696648 - 3697576, avg episodic return=10.00
timesteps=3696648 - 3697640, avg episodic return=10.00
timesteps=3696648 - 3697640, avg episodic return=10.00
timesteps=3696648 - 3697640, avg episodic return=10.00
timesteps=3697672 - 3698664, avg episodic return=10.00
timesteps=3697672 - 3698664, avg episodic return=10.00
timesteps=3697672 - 3698664, avg episodic return=10.00
timesteps=3697672 - 3698664, avg episodic return=10.00
timesteps=3697704 - 3698664, avg episodic return=10.00
timesteps=3698696 - 3699624, avg episodic return=10.42
timesteps=3698696 - 3699688, avg episodic return=9.84
timesteps=3698696 - 3699688, avg episodic return=10.00
timesteps=3698696 - 3699656, avg episodic return=10.00
timesteps=3698696 - 3699688, avg episodic return=10.00
timesteps=3699720 - 3700712, avg episodic return=10.00
timesteps=3699752 - 3700680, avg episodic return=10.00
timesteps=3699720 - 3700712, avg episodic return=10.00
timesteps=3699752 - 3700680, avg episodic return=10.00
timesteps=3699752 - 3700712, avg episodic return=10.00
timesteps=3700776 - 3701736, avg episodic return=10.00
timesteps=3700744 - 3701736, avg episodic return=10.00
timesteps=3700744 - 3701736, avg episodic return=10.00
timesteps=3700744 - 3701736, avg episodic return=10.00
timesteps=3700744 - 3701672, avg episodic return=10.00
timesteps=3701896 - 3702760, avg episodic return=10.00
timesteps=3701768 - 3702760, avg episodic return=10.00
timesteps=3701800 - 3702760, avg episodic return=10.00
timesteps=3701800 - 3702760, avg episodic return=10.00
timesteps=3701768 - 3702760, avg episodic return=10.00
timesteps=3702792 - 3703784, avg episodic return=9.64
timesteps=3702792 - 3703784, avg episodic return=10.00
timesteps=3702920 - 3703784, avg episodic return=10.00
timesteps=3702792 - 3703784, avg episodic return=10.00
timesteps=3702792 - 3703784, avg episodic return=10.00
timesteps=3703816 - 3704808, avg episodic return=10.36
timesteps=3703848 - 3704808, avg episodic return=10.00
timesteps=3703816 - 3704776, avg episodic return=10.00
timesteps=3703816 - 3704808, avg episodic return=10.00
timesteps=3703848 - 3704808, avg episodic return=10.00
timesteps=3704872 - 3705800, avg episodic return=10.00
timesteps=3704872 - 3705832, avg episodic return=10.00
timesteps=3704840 - 3705832, avg episodic return=10.00
timesteps=3704840 - 3705832, avg episodic return=10.00
timesteps=3704840 - 3705832, avg episodic return=10.00
timesteps=3705896 - 3706856, avg episodic return=10.00
timesteps=3705864 - 3706856, avg episodic return=10.00
timesteps=3705896 - 3706824, avg episodic return=10.00
timesteps=3705896 - 3706856, avg episodic return=10.00
timesteps=3705864 - 3706856, avg episodic return=10.00
timesteps=3706920 - 3707880, avg episodic return=10.00
timesteps=3706888 - 3707880, avg episodic return=10.00
timesteps=3706888 - 3707816, avg episodic return=10.00
timesteps=3706888 - 3707880, avg episodic return=10.00
timesteps=3706888 - 3707880, avg episodic return=10.00
timesteps=3707944 - 3708840, avg episodic return=10.00
timesteps=3707912 - 3708904, avg episodic return=10.00
timesteps=3707912 - 3708872, avg episodic return=10.00
timesteps=3707912 - 3708904, avg episodic return=10.00
timesteps=3707912 - 3708904, avg episodic return=10.00
timesteps=3709032 - 3709928, avg episodic return=10.00
timesteps=3708936 - 3709928, avg episodic return=10.00
timesteps=3708936 - 3709928, avg episodic return=10.00
timesteps=3708936 - 3709928, avg episodic return=10.00
timesteps=3708936 - 3709896, avg episodic return=10.00
timesteps=3709960 - 3710920, avg episodic return=10.00
timesteps=3709960 - 3710952, avg episodic return=10.00
timesteps=3709960 - 3710920, avg episodic return=10.00
timesteps=3709960 - 3710952, avg episodic return=10.00
timesteps=3709960 - 3710920, avg episodic return=10.00
timesteps=3710984 - 3711944, avg episodic return=10.33
timesteps=3711016 - 3711976, avg episodic return=10.00
timesteps=3710984 - 3711944, avg episodic return=10.00
timesteps=3710984 - 3711976, avg episodic return=10.00
timesteps=3711016 - 3711976, avg episodic return=10.00
timesteps=3712008 - 3712936, avg episodic return=10.00
timesteps=3712040 - 3713000, avg episodic return=10.00
timesteps=3712008 - 3713000, avg episodic return=10.00
timesteps=3712008 - 3713000, avg episodic return=10.00
timesteps=3712008 - 3713000, avg episodic return=10.00
timesteps=3713032 - 3713992, avg episodic return=10.00
timesteps=3713032 - 3714024, avg episodic return=10.00
timesteps=3713032 - 3714024, avg episodic return=10.00
timesteps=3713064 - 3714024, avg episodic return=10.00
timesteps=3713032 - 3714024, avg episodic return=10.00
timesteps=3714088 - 3714952, avg episodic return=10.00
timesteps=3714056 - 3715048, avg episodic return=10.00
timesteps=3714088 - 3715048, avg episodic return=10.00
timesteps=3714056 - 3715048, avg episodic return=10.00
timesteps=3714056 - 3715048, avg episodic return=10.00
timesteps=3715080 - 3716040, avg episodic return=9.68
timesteps=3715080 - 3716072, avg episodic return=10.00
timesteps=3715080 - 3716072, avg episodic return=10.00
timesteps=3715112 - 3716072, avg episodic return=10.00
timesteps=3715080 - 3716072, avg episodic return=10.00
timesteps=3716136 - 3717064, avg episodic return=10.00
timesteps=3716104 - 3717096, avg episodic return=10.00
timesteps=3716104 - 3717064, avg episodic return=10.00
timesteps=3716104 - 3717064, avg episodic return=10.00
timesteps=3716136 - 3717096, avg episodic return=10.00
timesteps=3717128 - 3718088, avg episodic return=10.00
timesteps=3717128 - 3718088, avg episodic return=10.00
timesteps=3717192 - 3718120, avg episodic return=10.00
timesteps=3717128 - 3718120, avg episodic return=10.00
timesteps=3717128 - 3718120, avg episodic return=10.00
timesteps=3718152 - 3719144, avg episodic return=10.00
timesteps=3718152 - 3719144, avg episodic return=10.00
timesteps=3718152 - 3719144, avg episodic return=10.00
timesteps=3718152 - 3719048, avg episodic return=10.00
timesteps=3718152 - 3719144, avg episodic return=10.00
timesteps=3719176 - 3720168, avg episodic return=9.64
timesteps=3719176 - 3720168, avg episodic return=10.00
timesteps=3719176 - 3720168, avg episodic return=10.00
timesteps=3719176 - 3720168, avg episodic return=10.00
timesteps=3719176 - 3720136, avg episodic return=10.00
timesteps=3720200 - 3721160, avg episodic return=10.00
timesteps=3720200 - 3721192, avg episodic return=10.00
timesteps=3720200 - 3721192, avg episodic return=10.00
timesteps=3720200 - 3721192, avg episodic return=10.00
timesteps=3720264 - 3721128, avg episodic return=10.00
timesteps=3721288 - 3722216, avg episodic return=10.00
timesteps=3721224 - 3722216, avg episodic return=10.00
timesteps=3721256 - 3722216, avg episodic return=10.00
timesteps=3721224 - 3722216, avg episodic return=10.00
timesteps=3721224 - 3722216, avg episodic return=10.00
timesteps=3722280 - 3723208, avg episodic return=10.00
timesteps=3722248 - 3723240, avg episodic return=10.00
timesteps=3722248 - 3723176, avg episodic return=10.00
timesteps=3722248 - 3723240, avg episodic return=10.00
timesteps=3722280 - 3723240, avg episodic return=10.00
timesteps=3723272 - 3724264, avg episodic return=10.00
timesteps=3723272 - 3724264, avg episodic return=10.00
timesteps=3723272 - 3724264, avg episodic return=10.00
timesteps=3723272 - 3724232, avg episodic return=10.00
timesteps=3723272 - 3724264, avg episodic return=10.00
timesteps=3724328 - 3725288, avg episodic return=10.00
timesteps=3724328 - 3725256, avg episodic return=10.00
timesteps=3724296 - 3725288, avg episodic return=10.00
timesteps=3724296 - 3725288, avg episodic return=10.00
timesteps=3724296 - 3725288, avg episodic return=10.00
timesteps=3725384 - 3726280, avg episodic return=10.00
timesteps=3725352 - 3726312, avg episodic return=10.00
timesteps=3725352 - 3726312, avg episodic return=10.00
timesteps=3725384 - 3726312, avg episodic return=10.00
timesteps=3725352 - 3726280, avg episodic return=10.00
timesteps=3726344 - 3727304, avg episodic return=10.00
timesteps=3726344 - 3727336, avg episodic return=10.00
timesteps=3726344 - 3727336, avg episodic return=10.00
timesteps=3726344 - 3727336, avg episodic return=10.00
timesteps=3726344 - 3727272, avg episodic return=10.00
timesteps=3727400 - 3728360, avg episodic return=10.00
timesteps=3727400 - 3728328, avg episodic return=10.00
timesteps=3727368 - 3728360, avg episodic return=10.00
timesteps=3727368 - 3728360, avg episodic return=10.00
timesteps=3727368 - 3728360, avg episodic return=10.00
timesteps=3728392 - 3729384, avg episodic return=10.00
