## SLURM PROLOG ###############################################################
##    Job ID : 8517534
##  Job Name : runs_rocksample_15_15_transformer
##  Nodelist : gpu2107
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 07:30:11 PM EST 2025
###############################################################################
obs (65,)
timesteps=1933328 - 1935248, avg episodic return=10.00
timesteps=1933712 - 1935248, avg episodic return=10.00
timesteps=1933328 - 1934992, avg episodic return=10.00
timesteps=1933328 - 1935248, avg episodic return=10.00
timesteps=1933328 - 1935120, avg episodic return=10.00
timesteps=1935504 - 1937296, avg episodic return=11.25
timesteps=1935376 - 1937296, avg episodic return=10.00
timesteps=1935376 - 1937040, avg episodic return=10.00
timesteps=1935504 - 1937296, avg episodic return=10.00
timesteps=1935376 - 1937168, avg episodic return=9.00
timesteps=1937552 - 1939344, avg episodic return=10.00
timesteps=1937424 - 1939088, avg episodic return=10.00
timesteps=1937680 - 1938576, avg episodic return=10.00
timesteps=1937808 - 1939088, avg episodic return=10.00
timesteps=1938064 - 1939344, avg episodic return=9.00
timesteps=1939600 - 1941264, avg episodic return=10.00
timesteps=1939600 - 1941392, avg episodic return=10.00
timesteps=1939472 - 1941392, avg episodic return=8.75
timesteps=1939472 - 1941264, avg episodic return=8.00
timesteps=1939472 - 1941392, avg episodic return=11.43
timesteps=1941520 - 1942928, avg episodic return=8.57
timesteps=1941520 - 1943440, avg episodic return=10.62
timesteps=1941648 - 1943440, avg episodic return=10.00
timesteps=1941648 - 1943440, avg episodic return=10.00
timesteps=1941648 - 1943440, avg episodic return=10.00
timesteps=1943952 - 1945360, avg episodic return=10.77
timesteps=1943696 - 1945488, avg episodic return=8.89
timesteps=1943952 - 1945360, avg episodic return=10.00
timesteps=1943568 - 1945360, avg episodic return=10.00
timesteps=1943824 - 1944720, avg episodic return=10.00
timesteps=1945744 - 1947408, avg episodic return=10.00
timesteps=1945616 - 1947536, avg episodic return=10.00
timesteps=1946000 - 1947408, avg episodic return=10.00
timesteps=1945616 - 1947536, avg episodic return=10.00
timesteps=1945616 - 1947536, avg episodic return=9.33
timesteps=1947664 - 1949584, avg episodic return=10.00
timesteps=1947792 - 1949584, avg episodic return=8.89
timesteps=1948304 - 1949200, avg episodic return=10.00
timesteps=1947664 - 1949584, avg episodic return=10.59
timesteps=1947792 - 1949584, avg episodic return=10.00
timesteps=1949712 - 1951376, avg episodic return=10.00
timesteps=1949712 - 1951376, avg episodic return=10.77
timesteps=1949968 - 1951504, avg episodic return=11.25
timesteps=1949968 - 1951248, avg episodic return=10.00
timesteps=1949840 - 1951632, avg episodic return=9.23
timesteps=1951760 - 1953680, avg episodic return=10.00
timesteps=1951760 - 1953552, avg episodic return=10.00
timesteps=1951760 - 1953296, avg episodic return=11.25
timesteps=1951888 - 1953680, avg episodic return=10.00
timesteps=1952144 - 1953424, avg episodic return=10.00
timesteps=1953936 - 1955472, avg episodic return=7.00
timesteps=1954320 - 1955728, avg episodic return=10.00
timesteps=1954192 - 1955728, avg episodic return=8.75
timesteps=1953808 - 1955728, avg episodic return=10.00
timesteps=1953808 - 1955472, avg episodic return=9.23
timesteps=1955856 - 1957648, avg episodic return=10.00
timesteps=1956240 - 1957520, avg episodic return=9.09
timesteps=1956880 - 1957648, avg episodic return=10.00
timesteps=1955984 - 1957776, avg episodic return=10.00
timesteps=1956112 - 1957520, avg episodic return=10.00
timesteps=1957904 - 1959824, avg episodic return=10.00
timesteps=1958288 - 1959824, avg episodic return=10.00
timesteps=1957904 - 1959696, avg episodic return=14.00
timesteps=1958032 - 1959824, avg episodic return=10.00
timesteps=1958800 - 1959824, avg episodic return=10.00
timesteps=1960080 - 1961232, avg episodic return=8.89
timesteps=1960208 - 1961872, avg episodic return=9.09
timesteps=1960336 - 1961616, avg episodic return=11.00
timesteps=1959952 - 1961872, avg episodic return=9.41
timesteps=1959952 - 1961616, avg episodic return=10.00
timesteps=1962512 - 1963920, avg episodic return=8.33
timesteps=1962128 - 1963408, avg episodic return=10.00
timesteps=1962256 - 1963664, avg episodic return=10.00
timesteps=1962256 - 1963920, avg episodic return=10.00
timesteps=1962768 - 1963920, avg episodic return=10.00
timesteps=1964304 - 1965840, avg episodic return=10.00
timesteps=1964048 - 1965968, avg episodic return=10.00
timesteps=1964176 - 1965840, avg episodic return=10.00
timesteps=1964048 - 1965584, avg episodic return=10.00
timesteps=1964304 - 1965584, avg episodic return=10.00
timesteps=1966096 - 1968016, avg episodic return=9.00
timesteps=1966224 - 1968016, avg episodic return=10.00
timesteps=1966352 - 1968016, avg episodic return=10.00
timesteps=1966352 - 1967888, avg episodic return=11.00
timesteps=1967120 - 1967888, avg episodic return=11.25
timesteps=1968144 - 1970064, avg episodic return=9.33
timesteps=1968144 - 1969936, avg episodic return=10.00
timesteps=1968144 - 1970064, avg episodic return=8.00
timesteps=1968272 - 1969552, avg episodic return=8.75
timesteps=1968272 - 1969808, avg episodic return=10.00
timesteps=1970320 - 1971728, avg episodic return=10.00
timesteps=1970192 - 1972112, avg episodic return=10.67
timesteps=1970320 - 1971856, avg episodic return=7.50
timesteps=1970192 - 1971600, avg episodic return=10.00
timesteps=1970320 - 1971984, avg episodic return=10.00
timesteps=1972240 - 1973904, avg episodic return=10.00
timesteps=1972240 - 1974160, avg episodic return=10.00
timesteps=1972624 - 1974160, avg episodic return=8.89
timesteps=1972240 - 1973904, avg episodic return=10.00
timesteps=1972240 - 1973520, avg episodic return=10.00
timesteps=1974928 - 1976208, avg episodic return=8.89
timesteps=1974544 - 1976208, avg episodic return=10.00
timesteps=1974288 - 1976208, avg episodic return=9.00
timesteps=1974416 - 1975952, avg episodic return=10.00
timesteps=1974416 - 1976080, avg episodic return=10.00
timesteps=1976592 - 1978256, avg episodic return=10.00
timesteps=1976336 - 1977872, avg episodic return=10.00
timesteps=1976336 - 1978256, avg episodic return=8.89
timesteps=1976336 - 1978000, avg episodic return=10.91
timesteps=1976592 - 1978128, avg episodic return=10.00
timesteps=1978640 - 1980304, avg episodic return=10.00
timesteps=1978768 - 1980048, avg episodic return=10.00
timesteps=1978384 - 1980304, avg episodic return=10.91
timesteps=1978384 - 1980304, avg episodic return=10.00
timesteps=1978384 - 1980176, avg episodic return=8.00
timesteps=1980688 - 1982352, avg episodic return=8.75
timesteps=1980432 - 1982096, avg episodic return=10.00
timesteps=1980432 - 1982224, avg episodic return=11.82
timesteps=1980432 - 1982224, avg episodic return=10.00
timesteps=1980432 - 1982224, avg episodic return=10.00
timesteps=1982480 - 1984144, avg episodic return=9.33
timesteps=1982608 - 1984272, avg episodic return=8.33
timesteps=1982864 - 1984400, avg episodic return=10.00
timesteps=1982736 - 1984272, avg episodic return=9.23
timesteps=1982480 - 1984400, avg episodic return=10.77
timesteps=1984528 - 1986192, avg episodic return=10.00
timesteps=1984656 - 1986448, avg episodic return=10.00
timesteps=1984528 - 1986448, avg episodic return=9.29
timesteps=1984528 - 1986448, avg episodic return=10.00
timesteps=1984528 - 1986320, avg episodic return=10.83
timesteps=1986576 - 1987984, avg episodic return=10.00
timesteps=1986832 - 1988496, avg episodic return=10.00
timesteps=1986576 - 1988368, avg episodic return=10.00
timesteps=1986576 - 1988496, avg episodic return=10.00
timesteps=1986576 - 1988496, avg episodic return=10.77
timesteps=1988880 - 1990544, avg episodic return=10.91
timesteps=1988624 - 1990416, avg episodic return=10.00
timesteps=1988752 - 1990160, avg episodic return=10.00
timesteps=1989136 - 1990544, avg episodic return=10.00
timesteps=1988752 - 1990416, avg episodic return=10.00
timesteps=1990800 - 1992592, avg episodic return=10.00
timesteps=1991056 - 1992336, avg episodic return=10.00
timesteps=1990928 - 1992208, avg episodic return=10.00
timesteps=1990928 - 1992592, avg episodic return=10.00
timesteps=1990672 - 1992208, avg episodic return=10.00
timesteps=1992976 - 1994640, avg episodic return=8.33
timesteps=1992720 - 1994640, avg episodic return=10.00
timesteps=1992848 - 1994512, avg episodic return=10.00
timesteps=1992976 - 1994640, avg episodic return=10.00
timesteps=1992976 - 1994256, avg episodic return=10.00
timesteps=1995152 - 1996688, avg episodic return=10.00
timesteps=1994768 - 1996432, avg episodic return=10.00
timesteps=1994768 - 1996688, avg episodic return=9.23
timesteps=1995280 - 1996432, avg episodic return=9.00
timesteps=1995024 - 1996432, avg episodic return=9.09
timesteps=1997200 - 1998352, avg episodic return=10.00
timesteps=1996944 - 1998736, avg episodic return=10.00
timesteps=1996816 - 1998736, avg episodic return=7.50
timesteps=1996816 - 1998736, avg episodic return=10.00
timesteps=1996816 - 1998736, avg episodic return=9.17
timesteps=1998864 - 2000656, avg episodic return=10.83
timesteps=1999376 - 2000272, avg episodic return=10.00
timesteps=1998864 - 2000784, avg episodic return=10.00
timesteps=1998864 - 2000784, avg episodic return=10.00
timesteps=1999632 - 2000528, avg episodic return=10.00
timesteps=2000912 - 2002704, avg episodic return=9.33
timesteps=2000912 - 2002704, avg episodic return=10.00
timesteps=2000912 - 2002576, avg episodic return=10.00
timesteps=2000912 - 2002832, avg episodic return=10.00
timesteps=2000912 - 2002832, avg episodic return=10.00
timesteps=2002960 - 2004880, avg episodic return=10.00
timesteps=2003088 - 2004880, avg episodic return=9.38
timesteps=2002960 - 2004880, avg episodic return=9.29
timesteps=2003088 - 2004880, avg episodic return=10.00
timesteps=2003088 - 2004624, avg episodic return=8.00
timesteps=2005648 - 2006800, avg episodic return=8.75
timesteps=2005008 - 2006672, avg episodic return=9.23
timesteps=2005008 - 2006928, avg episodic return=9.00
timesteps=2005008 - 2006800, avg episodic return=10.00
timesteps=2005136 - 2006800, avg episodic return=9.23
timesteps=2007312 - 2008848, avg episodic return=10.00
timesteps=2007312 - 2008976, avg episodic return=11.11
timesteps=2007056 - 2008848, avg episodic return=13.33
timesteps=2007056 - 2008976, avg episodic return=10.00
timesteps=2007184 - 2008848, avg episodic return=10.00
timesteps=2009104 - 2011024, avg episodic return=10.83
timesteps=2009104 - 2011024, avg episodic return=9.29
timesteps=2009104 - 2011024, avg episodic return=8.67
timesteps=2009232 - 2010768, avg episodic return=10.00
timesteps=2009360 - 2011024, avg episodic return=9.33
timesteps=2011280 - 2013072, avg episodic return=10.00
timesteps=2011280 - 2012816, avg episodic return=10.00
timesteps=2011280 - 2012944, avg episodic return=9.23
timesteps=2011152 - 2013072, avg episodic return=10.00
timesteps=2011664 - 2013072, avg episodic return=10.00
timesteps=2013200 - 2015120, avg episodic return=10.00
timesteps=2013200 - 2015120, avg episodic return=10.00
timesteps=2013200 - 2014608, avg episodic return=10.00
timesteps=2013200 - 2015120, avg episodic return=10.00
timesteps=2013200 - 2014608, avg episodic return=10.00
timesteps=2016016 - 2017040, avg episodic return=10.00
timesteps=2015376 - 2017168, avg episodic return=9.44
timesteps=2015248 - 2017168, avg episodic return=11.25
timesteps=2015376 - 2017168, avg episodic return=9.38
timesteps=2015504 - 2016784, avg episodic return=8.75
timesteps=2017296 - 2019216, avg episodic return=10.83
timesteps=2017296 - 2018832, avg episodic return=10.00
timesteps=2017552 - 2018832, avg episodic return=10.00
timesteps=2017296 - 2019088, avg episodic return=10.00
timesteps=2017296 - 2019216, avg episodic return=11.25
timesteps=2019472 - 2021136, avg episodic return=11.11
timesteps=2020752 - 2021264, avg episodic return=10.00
timesteps=2019600 - 2021008, avg episodic return=11.25
timesteps=2019344 - 2020880, avg episodic return=9.23
timesteps=2019344 - 2021136, avg episodic return=10.00
timesteps=2021392 - 2023056, avg episodic return=10.00
timesteps=2021392 - 2023056, avg episodic return=10.00
timesteps=2021520 - 2023312, avg episodic return=10.00
timesteps=2021520 - 2023312, avg episodic return=8.89
timesteps=2021392 - 2022928, avg episodic return=10.00
timesteps=2023440 - 2025360, avg episodic return=10.00
timesteps=2023440 - 2025360, avg episodic return=10.00
timesteps=2023440 - 2024848, avg episodic return=10.00
timesteps=2023440 - 2025360, avg episodic return=10.00
timesteps=2023696 - 2025360, avg episodic return=10.00
timesteps=2025488 - 2026256, avg episodic return=10.00
timesteps=2025616 - 2027280, avg episodic return=10.00
timesteps=2025616 - 2027280, avg episodic return=10.00
timesteps=2025744 - 2027024, avg episodic return=10.00
timesteps=2025488 - 2027408, avg episodic return=11.00
timesteps=2027536 - 2029328, avg episodic return=10.00
timesteps=2027664 - 2029456, avg episodic return=10.00
timesteps=2027920 - 2029328, avg episodic return=10.00
timesteps=2027536 - 2029456, avg episodic return=10.00
timesteps=2027792 - 2029456, avg episodic return=10.00
timesteps=2029584 - 2030992, avg episodic return=7.50
timesteps=2029968 - 2030864, avg episodic return=10.00
timesteps=2029712 - 2031376, avg episodic return=8.46
timesteps=2029584 - 2031248, avg episodic return=10.83
timesteps=2029712 - 2031504, avg episodic return=8.57
timesteps=2031632 - 2033168, avg episodic return=10.00
timesteps=2031632 - 2033552, avg episodic return=9.44
timesteps=2031760 - 2033296, avg episodic return=10.00
timesteps=2031888 - 2033552, avg episodic return=10.00
timesteps=2031760 - 2033040, avg episodic return=10.00
timesteps=2033808 - 2035344, avg episodic return=10.00
timesteps=2033808 - 2035472, avg episodic return=10.83
timesteps=2033680 - 2035600, avg episodic return=8.75
timesteps=2033808 - 2035600, avg episodic return=10.00
timesteps=2033936 - 2035600, avg episodic return=10.00
timesteps=2035728 - 2037648, avg episodic return=10.83
timesteps=2035856 - 2037648, avg episodic return=10.00
timesteps=2035728 - 2037648, avg episodic return=10.00
timesteps=2035728 - 2037648, avg episodic return=10.00
timesteps=2035856 - 2037520, avg episodic return=10.00
timesteps=2038032 - 2039440, avg episodic return=10.00
timesteps=2038032 - 2039568, avg episodic return=9.09
timesteps=2037904 - 2039568, avg episodic return=8.00
timesteps=2037776 - 2039696, avg episodic return=10.00
timesteps=2037776 - 2039568, avg episodic return=10.00
timesteps=2039952 - 2041488, avg episodic return=12.50
timesteps=2039824 - 2041744, avg episodic return=10.00
timesteps=2039824 - 2041744, avg episodic return=11.43
timesteps=2039824 - 2041232, avg episodic return=10.00
timesteps=2040080 - 2041616, avg episodic return=10.00
timesteps=2041872 - 2043664, avg episodic return=10.00
timesteps=2042000 - 2043792, avg episodic return=10.00
timesteps=2041872 - 2043536, avg episodic return=10.00
timesteps=2042128 - 2043792, avg episodic return=10.00
timesteps=2041872 - 2043664, avg episodic return=10.00
timesteps=2043920 - 2045584, avg episodic return=10.00
timesteps=2043920 - 2045840, avg episodic return=10.67
timesteps=2043920 - 2045456, avg episodic return=11.67
timesteps=2043920 - 2045328, avg episodic return=10.00
timesteps=2043920 - 2045840, avg episodic return=10.00
timesteps=2046096 - 2047888, avg episodic return=10.00
timesteps=2046480 - 2047888, avg episodic return=9.17
timesteps=2046352 - 2047120, avg episodic return=10.00
timesteps=2045968 - 2047888, avg episodic return=10.00
timesteps=2046224 - 2047504, avg episodic return=10.00
timesteps=2048272 - 2049808, avg episodic return=9.33
timesteps=2048016 - 2049936, avg episodic return=10.00
timesteps=2048016 - 2049808, avg episodic return=10.00
timesteps=2048016 - 2049936, avg episodic return=10.00
timesteps=2048144 - 2049680, avg episodic return=8.00
timesteps=2050064 - 2051600, avg episodic return=10.67
timesteps=2050064 - 2051984, avg episodic return=10.00
timesteps=2050064 - 2051984, avg episodic return=10.00
timesteps=2050320 - 2051856, avg episodic return=8.89
