## SLURM PROLOG ###############################################################
##    Job ID : 8517585
##  Job Name : runs_rocksample_11_11_transformer
##  Nodelist : gpu2101
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 08:10:02 PM EST 2025
###############################################################################
obs (49,)
timesteps=1395752 - 1396712, avg episodic return=9.38
timesteps=1396936 - 1397640, avg episodic return=10.00
timesteps=1396840 - 1397736, avg episodic return=10.00
timesteps=1396744 - 1397736, avg episodic return=8.89
timesteps=1396744 - 1397704, avg episodic return=10.71
timesteps=1396808 - 1397672, avg episodic return=10.00
timesteps=1397800 - 1398728, avg episodic return=10.00
timesteps=1397768 - 1398760, avg episodic return=10.00
timesteps=1397768 - 1398760, avg episodic return=9.38
timesteps=1397768 - 1398760, avg episodic return=10.00
timesteps=1397832 - 1398760, avg episodic return=10.00
timesteps=1398792 - 1399784, avg episodic return=9.33
timesteps=1398856 - 1399784, avg episodic return=10.00
timesteps=1398888 - 1399592, avg episodic return=9.17
timesteps=1398792 - 1399784, avg episodic return=10.00
timesteps=1398856 - 1399720, avg episodic return=10.00
timesteps=1399880 - 1400808, avg episodic return=10.00
timesteps=1399848 - 1400776, avg episodic return=10.00
timesteps=1399880 - 1400808, avg episodic return=10.00
timesteps=1399816 - 1400712, avg episodic return=10.00
timesteps=1399848 - 1400808, avg episodic return=10.00
timesteps=1400904 - 1401672, avg episodic return=10.00
timesteps=1400968 - 1401800, avg episodic return=10.00
timesteps=1400840 - 1401832, avg episodic return=10.00
timesteps=1400904 - 1401736, avg episodic return=11.67
timesteps=1400872 - 1401800, avg episodic return=10.00
timesteps=1401896 - 1402856, avg episodic return=10.00
timesteps=1401896 - 1402824, avg episodic return=11.00
timesteps=1401864 - 1402856, avg episodic return=9.50
timesteps=1401992 - 1402824, avg episodic return=10.00
timesteps=1401864 - 1402792, avg episodic return=9.38
timesteps=1402888 - 1403848, avg episodic return=8.75
timesteps=1402920 - 1403880, avg episodic return=10.00
timesteps=1402888 - 1403848, avg episodic return=10.00
timesteps=1402952 - 1403752, avg episodic return=10.00
timesteps=1402952 - 1403880, avg episodic return=11.05
timesteps=1403976 - 1404904, avg episodic return=10.00
timesteps=1403976 - 1404904, avg episodic return=9.38
timesteps=1403912 - 1404840, avg episodic return=10.59
timesteps=1403912 - 1404872, avg episodic return=11.33
timesteps=1403944 - 1404904, avg episodic return=10.00
timesteps=1405096 - 1405864, avg episodic return=10.00
timesteps=1404936 - 1405832, avg episodic return=8.24
timesteps=1405000 - 1405832, avg episodic return=10.00
timesteps=1404968 - 1405928, avg episodic return=10.00
timesteps=1404968 - 1405736, avg episodic return=10.59
timesteps=1405992 - 1406952, avg episodic return=10.00
timesteps=1405960 - 1406952, avg episodic return=10.00
timesteps=1406184 - 1406760, avg episodic return=8.75
timesteps=1406088 - 1406824, avg episodic return=10.00
timesteps=1405992 - 1406952, avg episodic return=10.00
timesteps=1407304 - 1407912, avg episodic return=10.00
timesteps=1407016 - 1407912, avg episodic return=10.67
timesteps=1407016 - 1407976, avg episodic return=9.47
timesteps=1407048 - 1407944, avg episodic return=10.83
timesteps=1406984 - 1407976, avg episodic return=10.00
timesteps=1408040 - 1409000, avg episodic return=9.58
timesteps=1408040 - 1408968, avg episodic return=10.00
timesteps=1408040 - 1408744, avg episodic return=9.00
timesteps=1408232 - 1409000, avg episodic return=10.00
timesteps=1408008 - 1408936, avg episodic return=10.00
timesteps=1409032 - 1410024, avg episodic return=10.00
timesteps=1409128 - 1409960, avg episodic return=10.59
timesteps=1409096 - 1409928, avg episodic return=10.00
timesteps=1409128 - 1409960, avg episodic return=10.00
timesteps=1409032 - 1409992, avg episodic return=9.47
timesteps=1410088 - 1411048, avg episodic return=10.00
timesteps=1410088 - 1410984, avg episodic return=9.41
timesteps=1410152 - 1410920, avg episodic return=10.91
timesteps=1410152 - 1410984, avg episodic return=10.00
timesteps=1410088 - 1410984, avg episodic return=10.53
timesteps=1411176 - 1411976, avg episodic return=11.11
timesteps=1411272 - 1411944, avg episodic return=10.00
timesteps=1411144 - 1412072, avg episodic return=10.62
timesteps=1411080 - 1412040, avg episodic return=10.00
timesteps=1411144 - 1412040, avg episodic return=10.00
timesteps=1412168 - 1413032, avg episodic return=10.62
timesteps=1412104 - 1413032, avg episodic return=10.71
timesteps=1412200 - 1413032, avg episodic return=11.33
timesteps=1412104 - 1413032, avg episodic return=10.00
timesteps=1412104 - 1412904, avg episodic return=10.00
timesteps=1413128 - 1413992, avg episodic return=10.00
timesteps=1413256 - 1414120, avg episodic return=10.00
timesteps=1413128 - 1414120, avg episodic return=10.00
timesteps=1413192 - 1414120, avg episodic return=9.50
timesteps=1413224 - 1414120, avg episodic return=10.00
timesteps=1414184 - 1415112, avg episodic return=10.00
timesteps=1414152 - 1414984, avg episodic return=9.29
timesteps=1414184 - 1415112, avg episodic return=10.00
timesteps=1414216 - 1415144, avg episodic return=10.00
timesteps=1414472 - 1415144, avg episodic return=10.00
timesteps=1415176 - 1416168, avg episodic return=10.00
timesteps=1415208 - 1416168, avg episodic return=10.00
timesteps=1415304 - 1416136, avg episodic return=9.00
timesteps=1415176 - 1416104, avg episodic return=9.50
timesteps=1415240 - 1416168, avg episodic return=10.00
timesteps=1416200 - 1417192, avg episodic return=9.41
timesteps=1416424 - 1417160, avg episodic return=10.00
timesteps=1416296 - 1417128, avg episodic return=10.00
timesteps=1416232 - 1416584, avg episodic return=10.00
timesteps=1416264 - 1417096, avg episodic return=10.00
timesteps=1417320 - 1418184, avg episodic return=9.38
timesteps=1417224 - 1418184, avg episodic return=10.00
timesteps=1417256 - 1418184, avg episodic return=10.00
timesteps=1417224 - 1418216, avg episodic return=10.00
timesteps=1417288 - 1418088, avg episodic return=10.00
timesteps=1418248 - 1419176, avg episodic return=8.75
timesteps=1418280 - 1419208, avg episodic return=10.71
timesteps=1418440 - 1419240, avg episodic return=8.82
timesteps=1418248 - 1418856, avg episodic return=10.00
timesteps=1418280 - 1419176, avg episodic return=10.00
timesteps=1419272 - 1420232, avg episodic return=10.00
timesteps=1419304 - 1420232, avg episodic return=10.00
timesteps=1419336 - 1420264, avg episodic return=8.67
timesteps=1419304 - 1420264, avg episodic return=10.00
timesteps=1419400 - 1420264, avg episodic return=10.00
timesteps=1420296 - 1421224, avg episodic return=11.43
timesteps=1420424 - 1421288, avg episodic return=10.00
timesteps=1420328 - 1421288, avg episodic return=10.00
timesteps=1420328 - 1421256, avg episodic return=9.09
timesteps=1420328 - 1421288, avg episodic return=10.00
timesteps=1421480 - 1422312, avg episodic return=9.09
timesteps=1421352 - 1422312, avg episodic return=10.67
timesteps=1421352 - 1422312, avg episodic return=10.00
timesteps=1421320 - 1422248, avg episodic return=10.00
timesteps=1421320 - 1422184, avg episodic return=10.62
timesteps=1422472 - 1423240, avg episodic return=8.00
timesteps=1422568 - 1423336, avg episodic return=10.00
timesteps=1422344 - 1423240, avg episodic return=10.00
timesteps=1422472 - 1423304, avg episodic return=8.00
timesteps=1422344 - 1423304, avg episodic return=10.56
timesteps=1423400 - 1424328, avg episodic return=10.00
timesteps=1423432 - 1424296, avg episodic return=11.43
timesteps=1423368 - 1424328, avg episodic return=10.00
timesteps=1423432 - 1424360, avg episodic return=10.00
timesteps=1423400 - 1424360, avg episodic return=10.77
timesteps=1424392 - 1425288, avg episodic return=10.00
timesteps=1424456 - 1425352, avg episodic return=9.44
timesteps=1424424 - 1425256, avg episodic return=10.00
timesteps=1424392 - 1425384, avg episodic return=10.00
timesteps=1424488 - 1425384, avg episodic return=10.00
timesteps=1425544 - 1426408, avg episodic return=10.00
timesteps=1425416 - 1426376, avg episodic return=10.00
timesteps=1425480 - 1426376, avg episodic return=11.18
timesteps=1425480 - 1426376, avg episodic return=9.23
timesteps=1425416 - 1426312, avg episodic return=10.59
timesteps=1426504 - 1427208, avg episodic return=14.00
timesteps=1426696 - 1427336, avg episodic return=10.00
timesteps=1426440 - 1427400, avg episodic return=10.00
timesteps=1426536 - 1427400, avg episodic return=10.00
timesteps=1426504 - 1427432, avg episodic return=9.00
timesteps=1427464 - 1428424, avg episodic return=10.00
timesteps=1427560 - 1428456, avg episodic return=9.50
timesteps=1427464 - 1428264, avg episodic return=9.23
timesteps=1427624 - 1428360, avg episodic return=10.00
timesteps=1427560 - 1428456, avg episodic return=10.00
timesteps=1428744 - 1429448, avg episodic return=10.00
timesteps=1428488 - 1429480, avg episodic return=10.56
timesteps=1428488 - 1429448, avg episodic return=10.00
timesteps=1428488 - 1429480, avg episodic return=10.00
timesteps=1428552 - 1429480, avg episodic return=10.00
timesteps=1429512 - 1430504, avg episodic return=9.38
timesteps=1429608 - 1430504, avg episodic return=10.00
timesteps=1429544 - 1430504, avg episodic return=10.67
timesteps=1429608 - 1430472, avg episodic return=9.33
timesteps=1429544 - 1430504, avg episodic return=10.48
timesteps=1430568 - 1431432, avg episodic return=10.00
timesteps=1430568 - 1431528, avg episodic return=9.47
timesteps=1430632 - 1431528, avg episodic return=10.00
timesteps=1430600 - 1431464, avg episodic return=10.00
timesteps=1430600 - 1431496, avg episodic return=10.00
timesteps=1431656 - 1432488, avg episodic return=10.00
timesteps=1431688 - 1432552, avg episodic return=9.09
timesteps=1431592 - 1432552, avg episodic return=10.00
timesteps=1431592 - 1432552, avg episodic return=10.67
timesteps=1431560 - 1432520, avg episodic return=10.00
timesteps=1432584 - 1433512, avg episodic return=10.00
timesteps=1432584 - 1433416, avg episodic return=10.00
timesteps=1432584 - 1433544, avg episodic return=9.41
timesteps=1432680 - 1433544, avg episodic return=10.00
timesteps=1432616 - 1433544, avg episodic return=10.59
timesteps=1433608 - 1434600, avg episodic return=10.00
timesteps=1433704 - 1434504, avg episodic return=10.00
timesteps=1433608 - 1434536, avg episodic return=10.00
timesteps=1433608 - 1434568, avg episodic return=10.00
timesteps=1433608 - 1434536, avg episodic return=10.59
timesteps=1434632 - 1435464, avg episodic return=9.33
timesteps=1434888 - 1435592, avg episodic return=11.00
timesteps=1434696 - 1435624, avg episodic return=10.00
timesteps=1434664 - 1435624, avg episodic return=10.00
timesteps=1434632 - 1435592, avg episodic return=9.29
timesteps=1435688 - 1436616, avg episodic return=10.00
timesteps=1435656 - 1436552, avg episodic return=10.00
timesteps=1435720 - 1436648, avg episodic return=10.71
timesteps=1435784 - 1436616, avg episodic return=10.00
timesteps=1435688 - 1436648, avg episodic return=10.00
timesteps=1436776 - 1437512, avg episodic return=10.00
timesteps=1436744 - 1437672, avg episodic return=10.00
timesteps=1436680 - 1437256, avg episodic return=10.00
timesteps=1436808 - 1437608, avg episodic return=10.00
timesteps=1436712 - 1437672, avg episodic return=9.13
timesteps=1437864 - 1438600, avg episodic return=9.09
timesteps=1437736 - 1438696, avg episodic return=9.09
timesteps=1437736 - 1438696, avg episodic return=10.62
timesteps=1437704 - 1438568, avg episodic return=7.33
timesteps=1437704 - 1438600, avg episodic return=10.53
timesteps=1438920 - 1439720, avg episodic return=10.00
timesteps=1438760 - 1439464, avg episodic return=9.29
timesteps=1438824 - 1439656, avg episodic return=10.00
timesteps=1438760 - 1439720, avg episodic return=10.00
timesteps=1438728 - 1439688, avg episodic return=9.38
timesteps=1439752 - 1440744, avg episodic return=10.00
timesteps=1439752 - 1440520, avg episodic return=9.09
timesteps=1439816 - 1440616, avg episodic return=10.00
timesteps=1439784 - 1440744, avg episodic return=9.41
timesteps=1439752 - 1440744, avg episodic return=10.00
timesteps=1440808 - 1441640, avg episodic return=10.00
timesteps=1440776 - 1441736, avg episodic return=10.00
timesteps=1440776 - 1441704, avg episodic return=12.00
timesteps=1440808 - 1441736, avg episodic return=10.00
timesteps=1440776 - 1441736, avg episodic return=9.44
timesteps=1441800 - 1442728, avg episodic return=12.14
timesteps=1442024 - 1442728, avg episodic return=10.00
timesteps=1441832 - 1442728, avg episodic return=10.67
timesteps=1441800 - 1442792, avg episodic return=7.27
timesteps=1441832 - 1442792, avg episodic return=9.17
timesteps=1442856 - 1443752, avg episodic return=10.00
timesteps=1442824 - 1443784, avg episodic return=11.43
timesteps=1442856 - 1443720, avg episodic return=7.78
timesteps=1442824 - 1443816, avg episodic return=10.00
timesteps=1442920 - 1443784, avg episodic return=9.47
timesteps=1443912 - 1444808, avg episodic return=10.71
timesteps=1443912 - 1444296, avg episodic return=8.75
timesteps=1443848 - 1444808, avg episodic return=10.00
timesteps=1443880 - 1444840, avg episodic return=10.77
timesteps=1443848 - 1444808, avg episodic return=10.00
timesteps=1445000 - 1445832, avg episodic return=10.00
timesteps=1444904 - 1445864, avg episodic return=10.00
timesteps=1444872 - 1445800, avg episodic return=9.47
timesteps=1444936 - 1445864, avg episodic return=10.00
timesteps=1444872 - 1445864, avg episodic return=9.55
timesteps=1446152 - 1446824, avg episodic return=8.18
timesteps=1445960 - 1446792, avg episodic return=10.00
timesteps=1445896 - 1446888, avg episodic return=10.00
timesteps=1445896 - 1446856, avg episodic return=11.33
timesteps=1445928 - 1446888, avg episodic return=10.00
timesteps=1446920 - 1447912, avg episodic return=10.56
timesteps=1446920 - 1447912, avg episodic return=10.00
timesteps=1446952 - 1447880, avg episodic return=10.00
timesteps=1446920 - 1447880, avg episodic return=10.00
timesteps=1446952 - 1447912, avg episodic return=10.67
timesteps=1448008 - 1448872, avg episodic return=10.00
timesteps=1447944 - 1448776, avg episodic return=9.17
timesteps=1447944 - 1448936, avg episodic return=10.00
timesteps=1447976 - 1448936, avg episodic return=8.89
timesteps=1447944 - 1448936, avg episodic return=9.23
timesteps=1448968 - 1449832, avg episodic return=10.67
timesteps=1448968 - 1449832, avg episodic return=10.00
timesteps=1449064 - 1449960, avg episodic return=9.33
timesteps=1449000 - 1449960, avg episodic return=10.00
timesteps=1448968 - 1449960, avg episodic return=10.00
timesteps=1449992 - 1450984, avg episodic return=10.00
timesteps=1450024 - 1450888, avg episodic return=10.00
timesteps=1449992 - 1450792, avg episodic return=10.77
timesteps=1449992 - 1450856, avg episodic return=10.00
timesteps=1450024 - 1450920, avg episodic return=10.48
timesteps=1451016 - 1451944, avg episodic return=10.67
timesteps=1451048 - 1451944, avg episodic return=10.00
timesteps=1451048 - 1452008, avg episodic return=10.00
timesteps=1451016 - 1451848, avg episodic return=10.83
timesteps=1451016 - 1452008, avg episodic return=10.00
timesteps=1452040 - 1453000, avg episodic return=9.44
timesteps=1452200 - 1453000, avg episodic return=10.00
timesteps=1452104 - 1453032, avg episodic return=9.29
timesteps=1452040 - 1452808, avg episodic return=10.56
timesteps=1452072 - 1452968, avg episodic return=10.00
timesteps=1453096 - 1454024, avg episodic return=10.00
timesteps=1453256 - 1454024, avg episodic return=11.25
timesteps=1453096 - 1454056, avg episodic return=10.56
timesteps=1453064 - 1454024, avg episodic return=10.00
timesteps=1453320 - 1454024, avg episodic return=10.00
timesteps=1454120 - 1455080, avg episodic return=10.77
timesteps=1454088 - 1454952, avg episodic return=9.00
timesteps=1454088 - 1454888, avg episodic return=10.00
timesteps=1454120 - 1455048, avg episodic return=10.00
timesteps=1454184 - 1455080, avg episodic return=10.62
timesteps=1455240 - 1456104, avg episodic return=10.00
timesteps=1455272 - 1455848, avg episodic return=10.00
timesteps=1455112 - 1456040, avg episodic return=9.47
timesteps=1455112 - 1456072, avg episodic return=10.87
